Study_Hours,Internal_Marks,Extra_Activities,Sleep Hours,Assignment_Scores,Final_Marks,Attendance,Family_Income,Internet_Access,Placement_Status,Risk_Category,Performance_Level
4,60,No,4,0,38.0,83,90918,Yes,Placed,At Risk,Poor
5,68,Yes,6,2,53.0,63,21999,Yes,Placed,Safe,Average
5,82,Yes,7,8,68.0,62,75858,Yes,Placed,Safe,Good
1,60,No,7,0,36.0,74,92916,Yes,Not Placed,At Risk,Poor
6,42,No,8,4,29.0,63,88880,No,Not Placed,At Risk,Poor
9,70,No,5,9,67.0,61,24551,Yes,Placed,Safe,Good
2,94,No,4,5,72.0,90,82355,Yes,Placed,Safe,Good
7,66,No,9,8,61.0,76,66489,Yes,Not Placed,Safe,Good
6,85,Yes,4,0,70.0,91,42235,Yes,Not Placed,Safe,Good
5,66,Yes,5,4,51.0,63,55926,No,Placed,Safe,Average
4,48,Yes,5,0,32.0,82,31712,Yes,Not Placed,At Risk,Poor
4,96,Yes,8,1,80.0,83,88805,Yes,Not Placed,Safe,Excellent
6,72,Yes,5,1,62.0,84,65005,No,Not Placed,Safe,Good
4,72,No,6,4,59.0,61,40504,Yes,Not Placed,Safe,Average
5,65,No,4,9,50.0,75,68107,No,Not Placed,Safe,Average
6,67,Yes,5,3,57.0,95,94587,Yes,Placed,Safe,Average
5,83,No,6,5,70.0,81,25398,No,Not Placed,Safe,Good
7,82,Yes,5,4,70.0,70,23916,Yes,Placed,Safe,Good
9,70,Yes,9,1,69.0,77,27254,Yes,Not Placed,Safe,Good
7,92,No,6,8,87.0,62,55671,No,Placed,Safe,Excellent
7,40,Yes,7,9,29.0,63,89828,Yes,Placed,At Risk,Poor
4,59,Yes,6,7,42.0,65,32216,Yes,Placed,Safe,Average
1,51,Yes,8,8,27.0,76,92652,Yes,Placed,At Risk,Poor
8,56,No,6,5,49.0,98,62643,Yes,Placed,Safe,Average
4,54,No,5,4,35.0,75,73795,Yes,Placed,At Risk,Poor
1,73,Yes,7,4,46.0,86,71913,Yes,Not Placed,Safe,Average
5,89,Yes,7,1,76.0,62,34015,No,Not Placed,Safe,Good
8,55,No,6,3,47.0,61,91974,No,Placed,Safe,Average
4,43,No,5,1,22.0,79,24187,Yes,Placed,At Risk,Poor
8,47,No,7,1,36.0,89,28453,No,Placed,At Risk,Poor
8,73,No,9,7,66.0,66,88575,Yes,Not Placed,Safe,Good
3,85,Yes,6,3,68.0,98,44177,Yes,Not Placed,Safe,Good
9,64,Yes,6,3,61.0,93,57404,Yes,Not Placed,Safe,Good
3,54,Yes,6,6,36.0,85,38350,Yes,Not Placed,At Risk,Poor
1,67,No,7,3,39.0,97,48800,No,Placed,At Risk,Poor
2,48,No,4,8,20.0,70,28228,Yes,Not Placed,At Risk,Poor
6,41,Yes,5,8,28.0,93,40865,No,Placed,At Risk,Poor
2,56,No,8,2,29.0,82,40096,No,Not Placed,At Risk,Poor
6,97,Yes,8,5,86.0,79,77488,No,Not Placed,Safe,Excellent
1,49,No,5,6,25.0,65,65561,Yes,Not Placed,At Risk,Poor
1,48,Yes,4,2,20.0,70,75400,No,Not Placed,At Risk,Poor
5,70,Yes,5,3,58.0,70,75089,Yes,Not Placed,Safe,Average
9,41,Yes,6,0,38.0,73,32071,Yes,Not Placed,At Risk,Poor
8,63,Yes,9,8,62.0,83,87675,No,Not Placed,Safe,Good
3,58,No,5,6,37.0,63,61096,Yes,Not Placed,At Risk,Poor
3,56,Yes,5,9,34.0,99,32177,No,Not Placed,At Risk,Poor
1,82,Yes,9,6,56.0,60,61870,No,Not Placed,Safe,Average
3,88,Yes,7,8,72.0,84,45934,No,Not Placed,Safe,Good
1,49,Yes,8,5,25.0,64,50141,No,Placed,At Risk,Poor
8,89,No,8,7,82.0,84,72019,No,Not Placed,Safe,Excellent
1,94,Yes,6,4,70.0,83,72291,No,Placed,Safe,Good
5,67,Yes,9,7,52.0,82,64293,Yes,Placed,Safe,Average
9,77,No,6,9,76.0,88,43980,Yes,Placed,Safe,Good
7,87,Yes,7,0,78.0,90,61546,Yes,Placed,Safe,Good
4,67,Yes,6,2,51.0,89,72691,No,Not Placed,Safe,Average
9,98,Yes,9,3,96.0,69,40448,No,Placed,Safe,Excellent
9,89,Yes,9,8,90.0,75,27694,Yes,Not Placed,Safe,Excellent
2,91,No,4,7,64.0,96,86087,Yes,Not Placed,Safe,Good
6,89,No,7,7,79.0,90,26593,No,Not Placed,Safe,Good
4,40,No,9,1,22.0,84,93347,No,Placed,At Risk,Poor
8,99,No,9,6,96.0,99,66398,No,Not Placed,Safe,Excellent
7,42,No,7,2,32.0,86,67499,Yes,Not Placed,At Risk,Poor
7,54,No,5,5,42.0,80,47299,Yes,Not Placed,Safe,Average
9,91,Yes,5,3,88.0,69,58294,No,Placed,Safe,Excellent
5,49,Yes,4,5,36.0,61,33749,No,Placed,At Risk,Poor
6,60,Yes,9,3,48.0,86,80551,Yes,Not Placed,Safe,Average
1,76,Yes,7,2,51.0,61,88230,Yes,Not Placed,Safe,Average
6,54,No,7,1,40.0,94,46523,Yes,Not Placed,Safe,Average
2,62,Yes,5,3,34.0,63,95337,Yes,Placed,At Risk,Poor
6,53,Yes,8,9,43.0,99,84098,Yes,Not Placed,Safe,Average
9,54,No,8,1,59.0,89,53227,No,Placed,Safe,Average
8,49,Yes,9,6,42.0,70,99045,Yes,Placed,Safe,Average
9,95,Yes,5,0,93.0,87,26643,Yes,Placed,Safe,Excellent
8,48,No,9,0,37.0,94,72823,Yes,Not Placed,At Risk,Poor
3,83,Yes,6,4,63.0,99,34057,No,Not Placed,Safe,Good
8,78,Yes,7,6,70.0,70,43169,Yes,Not Placed,Safe,Good
6,44,No,9,0,33.0,68,55043,No,Placed,At Risk,Poor
6,64,Yes,4,3,50.0,62,71292,Yes,Placed,Safe,Average
6,95,Yes,8,4,84.0,93,59597,No,Placed,Safe,Excellent
3,81,Yes,9,1,60.0,73,28459,Yes,Not Placed,Safe,Good
1,96,Yes,6,6,67.0,83,88177,No,Placed,Safe,Good
4,65,Yes,7,3,47.0,75,27562,Yes,Not Placed,Safe,Average
6,47,No,6,7,34.0,75,60532,Yes,Not Placed,At Risk,Poor
2,61,Yes,9,0,38.0,60,26226,Yes,Not Placed,At Risk,Poor
7,91,Yes,7,9,84.0,89,36652,Yes,Not Placed,Safe,Excellent
7,64,Yes,7,0,53.0,94,92938,Yes,Placed,Safe,Average
4,87,No,5,0,69.0,96,46445,No,Not Placed,Safe,Good
4,51,No,5,3,32.0,89,33125,Yes,Not Placed,At Risk,Poor
1,48,No,4,0,21.0,97,82860,Yes,Placed,At Risk,Poor
2,49,Yes,4,4,30.0,99,54440,Yes,Placed,At Risk,Poor
9,87,Yes,6,5,85.0,71,75855,No,Placed,Safe,Excellent
8,49,Yes,5,6,45.0,93,78172,Yes,Not Placed,Safe,Average
8,48,Yes,7,7,43.0,99,68669,Yes,Placed,Safe,Average
9,65,Yes,5,7,63.0,77,34890,Yes,Not Placed,Safe,Good
7,74,No,7,1,64.0,97,56688,No,Placed,Safe,Good
9,66,Yes,5,3,62.0,82,27486,No,Not Placed,Safe,Good
2,99,Yes,7,6,76.0,79,61402,No,Not Placed,Safe,Good
6,70,No,6,8,62.0,73,21690,No,Placed,Safe,Good
3,58,No,5,8,40.0,93,21462,Yes,Not Placed,Safe,Average
6,82,No,8,2,71.0,63,74727,No,Not Placed,Safe,Good
3,77,No,8,6,56.0,91,67518,Yes,Not Placed,Safe,Average
8,45,No,7,3,38.0,68,55060,Yes,Placed,At Risk,Poor
4,54,Yes,6,8,39.0,89,31921,No,Not Placed,At Risk,Poor
6,68,Yes,7,6,62.0,62,76707,Yes,Not Placed,Safe,Good
9,86,Yes,6,5,84.0,61,23414,No,Placed,Safe,Excellent
2,84,Yes,4,8,64.0,93,54789,Yes,Not Placed,Safe,Good
2,93,Yes,5,6,71.0,78,40899,Yes,Not Placed,Safe,Good
7,44,No,6,7,38.0,78,51867,No,Not Placed,At Risk,Poor
2,53,Yes,7,4,26.0,68,32591,Yes,Not Placed,At Risk,Poor
2,92,Yes,4,3,67.0,78,95478,No,Not Placed,Safe,Good
4,41,No,7,0,23.0,66,40554,No,Not Placed,At Risk,Poor
9,62,No,8,7,57.0,74,57209,Yes,Not Placed,Safe,Average
8,83,Yes,8,5,80.0,80,36725,Yes,Placed,Safe,Excellent
2,91,Yes,5,3,68.0,80,43306,Yes,Placed,Safe,Good
8,85,No,9,2,77.0,72,60952,No,Placed,Safe,Good
4,58,Yes,5,4,37.0,66,47529,Yes,Not Placed,At Risk,Poor
2,63,No,4,3,39.0,63,52498,No,Placed,At Risk,Poor
7,59,Yes,8,6,49.0,77,57250,No,Not Placed,Safe,Average
6,86,No,6,5,74.0,93,39435,Yes,Placed,Safe,Good
5,66,No,8,2,53.0,94,82714,Yes,Placed,Safe,Average
1,91,No,9,9,67.0,90,99533,No,Not Placed,Safe,Good
2,63,Yes,5,0,38.0,89,42675,Yes,Placed,At Risk,Poor
8,56,No,7,6,47.0,75,85283,Yes,Not Placed,Safe,Average
1,64,No,4,4,40.0,80,66335,Yes,Not Placed,Safe,Average
3,85,Yes,9,0,68.0,88,39666,No,Placed,Safe,Good
2,94,Yes,8,0,70.0,83,35003,No,Placed,Safe,Good
5,70,Yes,6,5,54.0,87,69694,No,Placed,Safe,Average
4,67,No,9,3,49.0,72,91599,No,Not Placed,Safe,Average
7,89,No,6,7,79.0,78,20791,Yes,Placed,Safe,Good
5,98,No,6,1,82.0,66,95227,No,Placed,Safe,Excellent
8,67,Yes,4,3,62.0,84,22642,No,Not Placed,Safe,Good
4,61,Yes,6,7,46.0,89,71225,No,Placed,Safe,Average
6,95,No,6,7,86.0,89,87050,Yes,Not Placed,Safe,Excellent
4,98,Yes,8,4,80.0,75,97373,No,Not Placed,Safe,Excellent
2,44,Yes,4,2,17.0,77,22452,No,Not Placed,At Risk,Poor
1,93,No,7,3,69.0,99,50716,No,Placed,Safe,Good
1,83,No,7,2,58.0,97,42168,Yes,Placed,Safe,Average
8,81,Yes,6,1,74.0,90,91379,Yes,Not Placed,Safe,Good
4,47,No,9,3,32.0,81,78928,Yes,Placed,At Risk,Poor
5,77,Yes,5,8,64.0,71,47159,No,Placed,Safe,Good
8,67,Yes,4,5,57.0,73,56022,No,Not Placed,Safe,Average
7,96,No,5,3,82.0,64,84543,No,Not Placed,Safe,Excellent
8,86,No,4,0,78.0,62,66654,No,Not Placed,Safe,Good
8,51,Yes,4,6,40.0,73,59064,No,Not Placed,Safe,Average
6,96,Yes,8,1,88.0,72,57639,Yes,Not Placed,Safe,Excellent
2,64,No,6,5,42.0,74,49713,Yes,Placed,Safe,Average
6,77,Yes,8,9,67.0,66,28023,No,Placed,Safe,Good
1,83,Yes,9,0,56.0,63,41162,Yes,Placed,Safe,Average
1,54,Yes,5,6,26.0,87,82235,Yes,Placed,At Risk,Poor
3,83,Yes,5,3,56.0,62,75381,Yes,Not Placed,Safe,Average
3,80,Yes,7,2,63.0,70,92581,Yes,Not Placed,Safe,Good
5,90,No,9,9,78.0,91,53463,Yes,Placed,Safe,Good
1,92,Yes,9,6,68.0,78,73253,Yes,Not Placed,Safe,Good
6,73,Yes,8,2,66.0,92,24440,Yes,Not Placed,Safe,Good
7,99,No,8,7,90.0,97,51276,Yes,Not Placed,Safe,Excellent
3,84,No,9,3,65.0,62,44681,No,Placed,Safe,Good
4,52,No,8,2,33.0,74,27069,Yes,Not Placed,At Risk,Poor
3,47,Yes,7,6,32.0,76,63566,No,Placed,At Risk,Poor
1,98,Yes,8,6,74.0,98,37933,Yes,Placed,Safe,Good
8,52,No,8,8,48.0,97,48964,No,Placed,Safe,Average
2,75,No,9,9,57.0,92,44659,No,Not Placed,Safe,Average
1,45,No,9,6,22.0,60,46536,No,Placed,At Risk,Poor
8,77,No,8,5,69.0,74,57757,No,Placed,Safe,Good
7,71,No,8,2,62.0,61,37079,Yes,Not Placed,Safe,Good
7,60,Yes,9,3,52.0,80,32384,Yes,Not Placed,Safe,Average
4,83,No,5,7,66.0,83,31404,No,Not Placed,Safe,Good
9,83,Yes,6,5,81.0,72,82807,No,Not Placed,Safe,Excellent
6,88,Yes,5,8,75.0,78,23429,No,Not Placed,Safe,Good
2,98,No,8,7,80.0,73,22977,No,Placed,Safe,Excellent
1,46,No,4,7,20.0,85,22492,Yes,Placed,At Risk,Poor
1,65,No,4,9,40.0,87,56916,Yes,Not Placed,Safe,Average
9,54,No,7,9,55.0,83,94358,No,Not Placed,Safe,Average
4,95,No,5,6,78.0,73,47186,Yes,Not Placed,Safe,Good
5,88,Yes,9,9,76.0,61,36551,No,Not Placed,Safe,Good
3,81,No,7,0,60.0,91,37224,No,Placed,Safe,Good
4,62,No,7,4,44.0,83,45642,No,Not Placed,Safe,Average
8,91,Yes,4,6,85.0,68,67713,Yes,Not Placed,Safe,Excellent
4,77,No,5,9,56.0,89,48202,No,Placed,Safe,Average
9,80,No,6,8,76.0,88,88838,Yes,Placed,Safe,Good
9,54,No,9,3,49.0,69,34883,Yes,Placed,Safe,Average
6,87,Yes,5,7,72.0,85,41723,Yes,Placed,Safe,Good
2,92,No,7,0,69.0,98,61817,Yes,Placed,Safe,Good
7,79,No,8,3,72.0,94,23198,Yes,Placed,Safe,Good
9,55,No,7,3,50.0,70,91979,Yes,Not Placed,Safe,Average
6,71,No,5,1,57.0,74,64767,No,Not Placed,Safe,Average
3,76,Yes,4,2,56.0,75,46517,No,Placed,Safe,Average
7,57,No,5,2,46.0,99,29251,No,Placed,Safe,Average
5,59,Yes,6,8,45.0,62,79384,Yes,Placed,Safe,Average
1,85,No,9,6,60.0,75,40386,Yes,Placed,Safe,Good
3,41,No,9,1,22.0,73,61273,Yes,Placed,At Risk,Poor
5,94,No,8,8,81.0,95,25869,No,Not Placed,Safe,Excellent
7,62,Yes,8,7,54.0,92,37929,No,Placed,Safe,Average
3,69,No,7,5,48.0,73,91019,No,Placed,Safe,Average
6,42,No,5,5,28.0,90,44430,Yes,Placed,At Risk,Poor
5,85,Yes,9,1,73.0,94,28673,No,Placed,Safe,Good
1,78,No,4,2,52.0,66,84481,No,Not Placed,Safe,Average
6,86,No,6,5,74.0,83,23632,Yes,Not Placed,Safe,Good
8,88,No,7,2,84.0,85,53823,Yes,Placed,Safe,Excellent
1,40,No,5,6,13.0,98,72345,No,Placed,At Risk,Poor
2,80,Yes,4,4,57.0,76,94108,Yes,Placed,Safe,Average
4,61,Yes,5,3,42.0,68,89991,No,Placed,Safe,Average
2,68,Yes,4,7,47.0,80,36448,Yes,Placed,Safe,Average
9,53,No,5,1,48.0,92,30197,Yes,Placed,Safe,Average
8,87,No,5,2,81.0,68,85417,Yes,Not Placed,Safe,Excellent
8,67,No,9,9,63.0,60,78517,No,Not Placed,Safe,Good
4,60,No,7,3,43.0,65,54868,No,Placed,Safe,Average
5,84,Yes,5,9,71.0,73,53154,Yes,Not Placed,Safe,Good
4,71,No,5,5,49.0,79,57831,No,Placed,Safe,Average
9,45,Yes,7,4,43.0,75,75543,Yes,Placed,Safe,Average
2,93,No,7,4,69.0,74,23463,Yes,Placed,Safe,Good
8,40,No,8,6,34.0,74,65903,No,Not Placed,At Risk,Poor
2,60,Yes,8,7,37.0,80,28570,No,Placed,At Risk,Poor
1,96,No,9,5,74.0,92,87740,Yes,Placed,Safe,Good
3,43,Yes,7,2,21.0,83,53822,No,Placed,At Risk,Poor
9,42,Yes,6,3,38.0,92,36942,No,Not Placed,At Risk,Poor
3,88,No,9,0,67.0,93,70748,No,Placed,Safe,Good
9,69,Yes,4,4,64.0,68,98931,No,Placed,Safe,Good
7,70,Yes,7,9,61.0,96,43062,Yes,Not Placed,Safe,Good
1,73,No,8,7,46.0,82,68813,Yes,Not Placed,Safe,Average
5,58,Yes,5,2,41.0,70,63528,No,Not Placed,Safe,Average
9,59,Yes,7,9,58.0,74,77069,No,Placed,Safe,Average
3,62,No,7,3,40.0,72,40137,Yes,Placed,Safe,Average
9,93,Yes,8,3,92.0,80,41912,Yes,Not Placed,Safe,Excellent
5,98,No,8,5,86.0,68,29140,Yes,Placed,Safe,Excellent
9,79,Yes,6,8,77.0,94,50075,No,Not Placed,Safe,Good
6,64,No,9,9,52.0,77,73775,Yes,Placed,Safe,Average
9,54,No,8,2,47.0,70,67866,Yes,Placed,Safe,Average
7,77,No,8,3,70.0,93,73423,Yes,Not Placed,Safe,Good
7,62,No,8,5,57.0,98,26721,No,Not Placed,Safe,Average
8,91,No,9,5,90.0,62,92409,No,Not Placed,Safe,Excellent
7,41,Yes,5,6,32.0,88,59814,Yes,Not Placed,At Risk,Poor
9,96,No,7,0,93.0,79,73901,No,Not Placed,Safe,Excellent
9,96,No,7,8,94.0,70,37252,Yes,Placed,Safe,Excellent
6,54,Yes,8,1,42.0,67,44511,No,Not Placed,Safe,Average
7,91,No,9,3,82.0,84,48661,Yes,Not Placed,Safe,Excellent
2,83,Yes,6,2,58.0,89,36014,Yes,Not Placed,Safe,Average
9,74,Yes,8,2,68.0,94,72553,No,Placed,Safe,Good
1,49,No,9,4,25.0,93,84327,No,Not Placed,At Risk,Poor
1,53,Yes,9,6,30.0,92,91149,No,Placed,At Risk,Poor
3,66,Yes,6,6,46.0,71,65866,Yes,Placed,Safe,Average
6,93,Yes,9,6,86.0,64,40778,No,Not Placed,Safe,Excellent
5,53,No,7,2,42.0,71,91902,No,Not Placed,Safe,Average
2,74,Yes,6,8,49.0,91,33993,Yes,Placed,Safe,Average
9,72,No,6,5,70.0,70,58498,Yes,Placed,Safe,Good
4,91,No,4,9,74.0,65,41246,No,Not Placed,Safe,Good
4,40,Yes,6,7,26.0,85,84708,Yes,Placed,At Risk,Poor
5,73,No,6,0,56.0,74,81616,Yes,Not Placed,Safe,Average
8,58,Yes,5,3,54.0,86,50257,Yes,Not Placed,Safe,Average
4,63,Yes,7,6,48.0,97,43294,Yes,Not Placed,Safe,Average
5,81,No,8,8,70.0,94,76238,Yes,Not Placed,Safe,Good
4,43,No,4,2,22.0,63,74303,Yes,Placed,At Risk,Poor
6,75,No,6,5,62.0,82,93231,Yes,Placed,Safe,Good
3,52,Yes,5,7,33.0,64,59018,No,Not Placed,At Risk,Poor
8,97,Yes,5,2,93.0,91,43656,Yes,Placed,Safe,Excellent
6,71,Yes,9,5,62.0,73,29557,Yes,Placed,Safe,Good
5,48,No,8,8,31.0,66,56529,Yes,Not Placed,At Risk,Poor
2,78,Yes,8,8,60.0,84,76405,Yes,Not Placed,Safe,Good
7,55,Yes,7,5,50.0,72,32753,No,Placed,Safe,Average
2,89,Yes,9,4,67.0,81,24912,No,Not Placed,Safe,Good
1,42,Yes,6,0,17.0,86,66194,Yes,Not Placed,At Risk,Poor
7,91,No,5,2,82.0,98,36535,Yes,Placed,Safe,Excellent
5,59,Yes,4,2,41.0,84,72101,No,Not Placed,Safe,Average
1,49,No,7,3,24.0,97,64656,No,Not Placed,At Risk,Poor
4,95,Yes,6,4,78.0,81,39321,Yes,Placed,Safe,Good
4,97,Yes,9,7,80.0,63,38730,No,Placed,Safe,Excellent
7,97,Yes,8,8,93.0,97,65435,Yes,Not Placed,Safe,Excellent
9,61,No,9,6,64.0,97,38188,No,Placed,Safe,Good
2,87,No,6,9,60.0,96,22221,No,Placed,Safe,Good
1,42,No,9,5,18.0,96,98498,Yes,Placed,At Risk,Poor
2,50,Yes,8,2,28.0,66,34213,Yes,Placed,At Risk,Poor
7,64,Yes,6,8,54.0,97,87508,No,Not Placed,Safe,Average
6,81,No,4,9,71.0,83,41165,No,Placed,Safe,Good
4,87,Yes,7,0,68.0,64,99352,No,Placed,Safe,Good
1,47,Yes,9,8,23.0,95,97298,Yes,Not Placed,At Risk,Poor
1,48,No,8,2,20.0,85,49503,No,Placed,At Risk,Poor
5,54,Yes,4,8,37.0,91,62753,No,Placed,At Risk,Poor
1,71,Yes,5,9,47.0,95,78086,Yes,Placed,Safe,Average
7,92,Yes,4,0,81.0,76,69417,No,Not Placed,Safe,Excellent
1,42,No,4,7,18.0,90,37445,No,Placed,At Risk,Poor
1,43,Yes,4,5,16.0,94,89583,Yes,Not Placed,At Risk,Poor
2,69,No,8,8,49.0,66,99385,Yes,Not Placed,Safe,Average
3,52,Yes,5,3,33.0,97,21554,No,Placed,At Risk,Poor
1,83,No,7,4,60.0,93,94636,No,Placed,Safe,Good
9,60,No,4,5,55.0,62,34028,Yes,Not Placed,Safe,Average
8,80,No,8,8,75.0,65,79915,Yes,Placed,Safe,Good
5,96,No,8,5,81.0,77,28627,No,Not Placed,Safe,Excellent
2,85,Yes,7,8,64.0,63,37797,No,Placed,Safe,Good
5,58,No,6,1,41.0,69,76441,Yes,Not Placed,Safe,Average
6,78,Yes,5,3,68.0,97,57938,Yes,Not Placed,Safe,Good
1,87,Yes,5,2,59.0,93,85216,Yes,Not Placed,Safe,Average
4,61,No,9,3,44.0,65,20952,Yes,Not Placed,Safe,Average
9,59,Yes,4,0,55.0,66,90922,Yes,Placed,Safe,Average
2,76,Yes,6,1,54.0,73,23557,Yes,Not Placed,Safe,Average
5,70,Yes,5,3,53.0,96,21436,No,Not Placed,Safe,Average
1,49,Yes,9,9,24.0,73,37057,Yes,Not Placed,At Risk,Poor
4,57,No,4,3,37.0,84,40136,Yes,Placed,At Risk,Poor
4,82,Yes,6,4,65.0,88,77532,No,Not Placed,Safe,Good
6,78,Yes,8,8,69.0,93,52013,No,Placed,Safe,Good
9,85,Yes,4,0,82.0,89,67077,No,Placed,Safe,Excellent
3,59,Yes,6,7,39.0,93,71593,No,Not Placed,At Risk,Poor
9,57,Yes,7,2,54.0,81,49955,No,Placed,Safe,Average
6,50,No,5,8,36.0,63,60467,Yes,Not Placed,At Risk,Poor
7,61,Yes,4,7,55.0,98,52848,No,Placed,Safe,Average
2,98,No,9,7,78.0,83,71285,No,Not Placed,Safe,Good
6,83,Yes,8,8,73.0,80,75386,No,Placed,Safe,Good
6,57,No,9,3,49.0,81,44384,Yes,Placed,Safe,Average
2,97,Yes,4,4,74.0,79,30940,Yes,Placed,Safe,Good
2,73,Yes,5,6,51.0,64,37354,No,Not Placed,Safe,Average
2,62,No,5,1,37.0,84,59105,No,Placed,At Risk,Poor
1,40,No,6,6,16.0,97,20061,No,Not Placed,At Risk,Poor
5,94,No,9,2,84.0,65,20037,No,Not Placed,Safe,Excellent
8,49,Yes,9,5,47.0,89,85836,Yes,Placed,Safe,Average
2,92,No,8,5,70.0,91,24340,No,Not Placed,Safe,Good
5,40,No,6,5,28.0,73,33959,Yes,Placed,At Risk,Poor
8,77,No,8,9,72.0,95,37704,Yes,Placed,Safe,Good
5,78,Yes,4,1,60.0,71,24892,No,Not Placed,Safe,Good
2,88,Yes,4,8,67.0,98,69359,Yes,Placed,Safe,Good
3,48,Yes,9,7,33.0,70,83078,No,Placed,At Risk,Poor
6,70,No,6,6,58.0,95,44902,No,Placed,Safe,Average
5,46,Yes,7,8,36.0,80,67396,No,Not Placed,At Risk,Poor
4,56,Yes,5,3,35.0,72,71283,No,Not Placed,At Risk,Poor
4,74,Yes,6,1,56.0,73,46596,No,Not Placed,Safe,Average
5,87,Yes,6,3,71.0,73,37436,Yes,Not Placed,Safe,Good
2,76,No,4,9,51.0,78,63076,No,Not Placed,Safe,Average
9,91,Yes,5,2,88.0,64,64937,Yes,Placed,Safe,Excellent
2,57,No,6,1,36.0,72,69209,Yes,Placed,At Risk,Poor
2,72,No,4,1,50.0,60,73552,No,Placed,Safe,Average
9,43,No,4,7,42.0,64,76702,Yes,Not Placed,Safe,Average
3,62,No,9,4,44.0,79,54036,Yes,Placed,Safe,Average
7,50,No,9,5,42.0,63,58656,No,Not Placed,Safe,Average
4,91,No,6,7,75.0,69,21692,Yes,Not Placed,Safe,Good
6,48,Yes,6,6,34.0,73,56170,No,Not Placed,At Risk,Poor
4,69,No,4,6,54.0,67,97136,No,Not Placed,Safe,Average
7,47,Yes,9,6,36.0,78,76396,No,Placed,At Risk,Poor
1,79,No,6,6,53.0,72,32464,No,Not Placed,Safe,Average
3,44,Yes,5,7,24.0,71,35132,Yes,Not Placed,At Risk,Poor
3,51,No,4,0,30.0,76,22908,Yes,Not Placed,At Risk,Poor
1,40,Yes,4,2,13.0,93,62477,Yes,Placed,At Risk,Poor
6,54,Yes,6,0,43.0,96,30780,Yes,Not Placed,Safe,Average
9,64,No,6,7,56.0,86,32590,No,Placed,Safe,Average
8,57,No,6,1,50.0,62,59391,No,Not Placed,Safe,Average
7,77,No,5,6,67.0,99,88457,No,Placed,Safe,Good
8,81,No,4,5,74.0,77,29206,Yes,Not Placed,Safe,Good
6,85,Yes,7,0,73.0,94,96238,No,Placed,Safe,Good
9,92,Yes,5,5,90.0,83,32531,Yes,Not Placed,Safe,Excellent
3,65,No,5,8,42.0,86,27347,Yes,Not Placed,Safe,Average
9,79,No,9,2,77.0,98,26347,Yes,Placed,Safe,Good
4,98,Yes,4,6,84.0,60,41859,Yes,Not Placed,Safe,Excellent
7,42,No,7,3,37.0,98,61374,Yes,Placed,At Risk,Poor
9,93,Yes,4,0,91.0,86,67335,No,Placed,Safe,Excellent
2,61,No,5,6,34.0,86,63933,Yes,Placed,At Risk,Poor
2,65,No,6,0,40.0,85,20394,No,Not Placed,Safe,Average
9,58,Yes,4,3,53.0,99,23479,Yes,Placed,Safe,Average
3,83,Yes,4,8,63.0,84,42678,No,Placed,Safe,Good
9,83,No,6,4,82.0,66,93530,No,Not Placed,Safe,Excellent
5,86,Yes,7,6,73.0,72,58728,Yes,Not Placed,Safe,Good
6,99,No,7,6,86.0,86,41190,Yes,Placed,Safe,Excellent
2,78,Yes,4,2,56.0,89,39533,No,Placed,Safe,Average
8,98,No,6,7,94.0,98,98102,No,Placed,Safe,Excellent
9,75,No,9,0,74.0,92,63807,Yes,Placed,Safe,Good
2,60,No,4,3,37.0,79,34365,No,Placed,At Risk,Poor
6,80,Yes,6,9,69.0,82,69976,Yes,Not Placed,Safe,Good
6,93,Yes,5,3,79.0,63,23656,No,Not Placed,Safe,Good
8,87,Yes,9,1,83.0,89,42641,No,Not Placed,Safe,Excellent
5,65,Yes,6,5,50.0,84,42416,No,Not Placed,Safe,Average
9,52,No,4,0,47.0,97,86850,Yes,Not Placed,Safe,Average
1,75,Yes,8,2,53.0,71,47624,No,Placed,Safe,Average
9,63,Yes,7,8,62.0,84,28268,No,Not Placed,Safe,Good
7,80,Yes,4,9,75.0,76,35718,Yes,Not Placed,Safe,Good
4,65,No,6,5,48.0,78,88041,Yes,Placed,Safe,Average
3,60,Yes,9,1,40.0,74,69195,No,Placed,Safe,Average
6,57,Yes,9,8,45.0,83,56149,No,Not Placed,Safe,Average
1,54,No,6,1,27.0,85,89797,No,Placed,At Risk,Poor
3,54,No,7,6,32.0,76,48712,Yes,Not Placed,At Risk,Poor
2,45,No,4,0,20.0,89,68403,No,Placed,At Risk,Poor
9,82,No,9,4,80.0,77,77776,Yes,Placed,Safe,Excellent
3,70,No,9,6,51.0,91,23540,No,Placed,Safe,Average
2,67,No,8,2,44.0,63,45642,Yes,Not Placed,Safe,Average
4,47,No,5,3,29.0,94,43464,Yes,Not Placed,At Risk,Poor
2,68,Yes,8,4,46.0,94,36774,Yes,Placed,Safe,Average
1,60,No,5,2,37.0,84,22059,No,Not Placed,At Risk,Poor
6,56,No,9,5,44.0,63,90755,No,Not Placed,Safe,Average
8,95,No,5,2,90.0,68,20351,Yes,Not Placed,Safe,Excellent
2,96,No,4,7,75.0,80,64954,Yes,Not Placed,Safe,Good
9,88,No,9,6,84.0,95,73161,No,Not Placed,Safe,Excellent
3,63,Yes,9,0,44.0,88,52424,Yes,Not Placed,Safe,Average
8,97,Yes,5,1,91.0,66,71512,No,Not Placed,Safe,Excellent
